# code	word	v1_freq	reason
nenggongqiaojiang	能工巧匠	11804	标准成语,全拼正确
jinpilijie	筋疲力竭	11793	标准成语(筋疲力尽异形),全拼正确
jiangdongfulao	江东父老	11788	典故成语,全拼正确
jianjixingshi	见机行事	11779	标准成语,全拼正确
lashoucuihua	辣手摧花	11768	固定四字熟语,整体比喻义,全拼正确
baizhuanqianhui	百转千回	11766	成语(千回百转常用倒序体),全拼正确
hehemumu	和和睦睦	11766	AABB 固定叠词熟语,全拼正确
jinzizhaopai	金字招牌	11754	固定熟语
qingshenyizhong	情深意重	11754	成语
fenfenbuping	忿忿不平	11752	成语
shenjujianchu	深居简出	11745	成语
shichongerjiao	恃宠而骄	11737	成语
wuyixingmian	无一幸免	11717	成语
renxinpoce	人心叵测	11710	成语
biyouzhilu	必由之路	11697	成语
haobuxianggan	毫不相干	11697	固定熟语
baiwuyiyong	百无一用	11691	成语
jigaoyichou	技高一筹	11682	成语
chentufeiyang	尘土飞扬	11681	固定熟语
weizhuidujie	围追堵截	11669	成语
feiwomoshu	非我莫属	11651	成语
shiluanzhongqi	始乱终弃	11651	成语
xianzarendeng	闲杂人等	11651	固定熟语
nianguobanbai	年过半百	11646	固定熟语
ertingbafang	耳听八方	11644	成语
koukouxiangchuan	口口相传	11639	固定熟语
kuangfangbuji	狂放不羁	11625	成语
fenfanfuza	纷繁复杂	11617	成语
hanfenglinlie	寒风凛冽	11606	固定熟语
haoyanxiangquan	好言相劝	11596	固定熟语
kongguyoulan	空谷幽兰	11596	成语
yituanluanma	一团乱麻	11596	固定熟语
kuzaofawei	枯燥乏味	11594	固定熟语
dishengxiaqi	低声下气	11590	成语
yinshizuodui	吟诗作对	11579	固定熟语
yipiankuxin	一片苦心	11579	固定熟语
yijiazhiyan	一家之言	11578	成语
gongsifenming	公私分明	11571	固定熟语
dakaishajie	大开杀戒	11561	成语
buanshishi	不谙世事	11557	成语
yaoxianghuying	遥相呼应	11555	成语
linglingsansan	零零散散	11550	叠字熟语
riyijiye	日以继夜	11549	成语
ziwobiaobang	自我标榜	11545	成语
tongnantongnv	童男童女	11544	固定熟语
dujuyige	独具一格	11535	成语
shejinqiuyuan	舍近求远	11533	成语
buganzaoci	不敢造次	11528	固定熟语
chengwangbaikou	成王败寇	11528	成语
ganzuogandang	敢作敢当	11528	成语
muguangruju	目光如炬	11528	成语
chunhuidadi	春回大地	11519	标准四字成语
dangtoubanghe	当头棒喝	11514	典故成语(禅宗)
xiangyaochumo	降妖除魔	11507	固定四字熟语,整体使用
dongshixiaopin	东施效颦	11488	典故成语(庄子)
zaokangzhiqi	糟糠之妻	11488	典故成语(后汉书)
xinshenbuding	心神不定	11467	标准四字成语
wuyuanwuchou	无冤无仇	11464	固定四字成语
xianyinuma	鲜衣怒马	11464	典故成语
danxiaopashi	胆小怕事	11454	标准四字成语
nuhuozhongshao	怒火中烧	11454	标准四字成语
shengmingyuanbo	声名远播	11449	固定四字成语
laiquziru	来去自如	11444	标准四字成语
haoranzhengqi	浩然正气	11443	典故成语(孟子浩然之气)
jizhongyaohai	击中要害	11432	标准四字成语
zuinieshenzhong	罪孽深重	11423	标准四字成语
fengliurenwu	风流人物	11416	标准四字成语
feigechuanshu	飞鸽传书	11399	固定四字熟语,整体使用
shenhuqishen	神乎其神	11399	标准四字成语
yishiyiyou	亦师亦友	11384	固定熟语
heibaixiangjian	黑白相间	11383	成语
xuanyaleima	悬崖勒马	11371	成语
chuichuilaoyi	垂垂老矣	11369	固定熟语
potuerchu	破土而出	11359	成语
rucieryi	如此而已	11353	成语
kutianhandi	哭天喊地	11342	成语变体
zizijuju	字字句句	11334	AABB熟语
dubutianxia	独步天下	11332	成语
eyuxiangjia	恶语相加	11332	固定熟语
yinyiweihao	引以为豪	11332	成语
sipolianpi	撕破脸皮	11318	成语
wangqixiangbei	望其项背	11307	成语
qingjinquanli	倾尽全力	11295	固定熟语
jiefanglinju	街坊邻居	11286	固定熟语
dazhanshenshou	大展身手	11276	成语
momowuming	默默无名	11268	成语变体
fushengruomeng	浮生若梦	11263	成语
kulasuantian	苦辣酸甜	11263	成语变体
yuxinheren	于心何忍	11263	成语
zhiyongshuangquan	智勇双全	11251	成语
ququzhezhe	曲曲折折	11232	AABB熟语
bukezhuomo	不可捉摸	11228	成语
daiziguizhong	待字闺中	11224	成语
buliuqingmian	不留情面	11223	成语
wucongtanqi	无从谈起	11223	成语
fabuzezhong	法不责众	11219	成语
youshizhizhong	由始至终	11212	成语变体
qiushenbaifo	求神拜佛	11209	成语
wendongwenxi	问东问西	11193	成语
yongronghuagui	雍容华贵	11189	成语
haijiaotianya	海角天涯	11175	成语变体
rulvpingdi	如履平地	11168	成语
yishanbuzheng	衣衫不整	11166	成语
andanwuguang	黯淡无光	11151	成语
potonglantie	破铜烂铁	11146	成语
lijinjianxin	历尽艰辛	11145	成语
haotaodaku	号啕大哭	11144	成语
zuobeizhaonan	坐北朝南	11130	成语
baihongguanri	白虹贯日	11127	成语
jiejieshishi	结结实实	11120	AABB熟语
jiliuyongjin	激流勇进	11120	成语
renmurenyang	人模人样	11120	成语
shangcuanxiatiao	上窜下跳	11120	成语变体
xinjingdanzhan	心惊胆颤	11119	成语变体
dashihuaxiao	大事化小	11115	成语
wusiwuwei	无私无畏	11108	成语
pianjiabuliu	片甲不留	11107	成语
yadaoyiqie	压倒一切	11102	成语
lanlansansan	懒懒散散	11099	AABB熟语
jidaijiejue	亟待解决	11094	固定熟语
yigunaoer	一股脑儿	11092	固定熟语
yigunaor	一股脑儿	11092	固定熟语
silaixiangqu	思来想去	11087	成语
yixikejian	依稀可见	11079	成语
jingweifenming	泾渭分明	11071	成语
minxinsuoxiang	民心所向	11071	固定熟语
kongmengzhidao	孔孟之道	11063	固定熟语
mingshandachuan	名山大川	11063	成语
shizhilianxin	十指连心	11045	成语
xianfengdaogu	仙风道骨	11045	成语
jingmeijuelun	精美绝伦	11041	成语
nianyouwuzhi	年幼无知	11024	成语
fenneizhishi	分内之事	11022	固定熟语
douzhuanxingyi	斗转星移	11008	成语
haoqingwanzhang	豪情万丈	11006	成语
youjikexun	有迹可循	10994	成语
haoqichangcun	浩气长存	10993	固定熟语
yinshiqiju	饮食起居	10987	固定熟语
yangjichiyu	殃及池鱼	10972	成语
heiyunyacheng	黑云压城	10968	成语
jihuogongxin	急火攻心	10968	固定熟语
jingruchuzi	静如处子	10968	成语
moushizairen	谋事在人	10968	成语
jiansibujiu	见死不救	10951	成语
shiliaobuji	始料不及	10951	成语
zhengqilinran	正气凛然	10950	成语
paishouchengkuai	拍手称快	10940	成语
jiaoyanyudi	娇艳欲滴	10937	成语
wudujuquan	五毒俱全	10912	成语
budeshanzhong	不得善终	10907	固定熟语
wuleihongding	五雷轰顶	10904	成语
enenyuanyuan	恩恩怨怨	10897	固定叠词
jinzhuibushe	紧追不舍	10897	成语
dajiafengfan	大家风范	10893	固定熟语
yanwubujin	言无不尽	10890	成语
bumingzeyi	不鸣则已	10888	成语
fangzongbuji	放纵不羁	10888	成语
yushuohuanxiu	欲说还休	10888	成语
qiannanwanxian	千难万险	10884	成语
zhunzhunjiaohui	谆谆教诲	10873	成语
farenshensheng	发人深省	10864	成语
hunshenjieshu	浑身解数	10864	成语
xiangshengxiangke	相生相克	10864	成语
yanzhichengli	言之成理	10864	成语
pingdanwuwei	平淡无味	10857	成语
feijinzhouzhe	费尽周折	10832	成语
xiuqiyugong	休戚与共	10828	成语
popolanlan	破破烂烂	10825	固定叠词
mingsikuxiang	冥思苦想	10810	成语
hongguzhizhi	鸿鹄之志	10806	典故成语,code 正确全拼
duokuangerchu	夺眶而出	10797	标准成语,code 正确
zhiziweiti	只字未提	10791	标准成语,code 正确
youdishenru	诱敌深入	10787	标准军事成语,code 正确
tianyazhichi	天涯咫尺	10775	标准成语(咫尺天涯对文),code 正确
bujiqianxian	不计前嫌	10763	标准成语,code 正确
huizhiwanyi	悔之晚矣	10756	标准成语,code 正确
chuzhitairan	处之泰然	10755	标准成语,code 正确
weishishangzao	为时尚早	10755	标准成语,code 正确
zuohuaibuluan	坐怀不乱	10755	典故成语,code 正确
yuwengdeli	渔翁得利	10752	标准成语,code 正确
bansibuhuo	半死不活	10750	标准成语,code 正确
jieganerqi	揭竿而起	10745	典故成语,code 正确
yicichonghao	以次充好	10724	标准成语,code 正确
bigengbuchuo	笔耕不辍	10691	成语
yayaxueyu	牙牙学语	10683	成语
duanduanzhengzheng	端端正正	10671	叠词熟语
qizaomohei	起早摸黑	10671	成语
xingmianyunan	幸免于难	10670	成语
yanchubixing	言出必行	10665	固定熟语
duoguanqixia	多管齐下	10656	成语
shenzhiyoushen	慎之又慎	10656	固定熟语
huizhilanxin	蕙质兰心	10634	成语
hutouhunao	虎头虎脑	10634	成语
yuemingxingxi	月明星稀	10634	成语
gujunzuozhan	孤军作战	10628	成语
houfazhiren	后发制人	10616	成语
guonandangtou	国难当头	10606	固定熟语
wusuodunxing	无所遁形	10596	成语
jiaojiaoluoluo	角角落落	10585	叠词熟语
pangzhengboyin	旁征博引	10583	成语
xudunianhua	虚度年华	10583	固定熟语
shaoyanguayu	少言寡语	10571	成语
buzhanersheng	不战而胜	10568	成语
xiaotidazuo	小题大作	10568	成语
tiaotiaojianjian	挑挑拣拣	10560	叠词熟语
zunshizhongdao	尊师重道	10560	成语
qiushoudongcang	秋收冬藏	10550	固定熟语
weigaoquanzhong	位高权重	10545	固定熟语
zichengyiti	自成一体	10545	成语
buxianbudan	不咸不淡	10543	成语
jiaoxiaolinglong	娇小玲珑	10543	成语
luantuluanhua	乱涂乱画	10543	固定熟语
qianqiuwanzai	千秋万载	10543	成语
tanglangbuchan	螳螂捕蝉	10543	成语
wojianyoulian	我见犹怜	10543	成语
yumintongle	与民同乐	10543	典故熟语
liaoranyuxin	了然于心	10538	固定四字熟语,拼音正确
burenbuyi	不仁不义	10523	标准四字成语,拼音正确
shushishufei	孰是孰非	10523	标准四字成语,拼音正确
chuilatanchang	吹拉弹唱	10520	固定四字并列熟语,整体使用
chunhanliaoqiao	春寒料峭	10520	标准四字成语,拼音正确
lianjiefenggong	廉洁奉公	10503	标准四字成语,拼音正确
chunquqiulai	春去秋来	10448	标准四字成语,拼音正确
huangquezaihou	黄雀在后	10448	独立成语条目,拼音正确
shibuxiayan	食不下咽	10448	标准四字成语,拼音正确
bukejiuyao	不可救药	10443	成语
huoyifeiqian	获益匪浅	10438	成语
liqunsuoju	离群索居	10419	成语
huayangbaichu	花样百出	10418	成语
chengzhuzaixiong	成竹在胸	10411	成语
nanlaibeiwang	南来北往	10395	成语
sisifangfang	四四方方	10382	叠字固定
zhishudali	知书达礼	10382	成语
zhinanerjin	知难而进	10377	成语
gejiagehu	各家各户	10369	固定熟语
caiyunhengtong	财运亨通	10350	固定祝语
hedongshihou	河东狮吼	10350	成语
qianhuibaizhuan	千回百转	10350	成语
shexiexinchang	蛇蝎心肠	10350	成语
ayufengcheng	阿谀奉承	10348	成语
leiruquanyong	泪如泉涌	10337	成语
changshengbushuai	长盛不衰	10332	成语
liangliangqiangqiang	踉踉跄跄	10332	叠字成语
cengcengdiedie	层层叠叠	10331	叠字成语
qingcuiyudi	青翠欲滴	10326	标准四字成语,code 正确全拼
cuikulaxiu	摧枯拉朽	10323	典故成语,code 正确
zhenbigaohu	振臂高呼	10316	固定四字成语,code 正确
bianhuanwuchang	变幻无常	10315	标准四字成语,code 正确
xuwupiaomiao	虚无飘渺	10304	标准四字成语(缥缈异体),code 正确
diashengdiaqi	嗲声嗲气	10279	ABAC 固定四字熟语,整体不可拆,code 正确
wukebianbo	无可辩驳	10279	标准四字成语,code 正确
xiushenyangxing	修身养性	10278	标准四字成语,code 正确
chongzhenqigu	重振旗鼓	10268	标准四字成语,code 正确
wuliketu	无利可图	10250	标准四字成语,code 正确
zhengzhengtiegu	铮铮铁骨	10248	固定四字熟语,整体不可拆,code 正确
zhinanershang	知难而上	10248	标准四字成语,code 正确
liugenqingjing	六根清净	10234	佛教典故成语,code 正确
huhushengwei	虎虎生威	10217	固定四字熟语,整体不可拆,code 正确
kuadaqici	夸大其辞	10216	标准四字成语(夸大其词异体),code 正确
xinhuaibugui	心怀不轨	10214	标准四字成语,code 正确
xinhuaiguitai	心怀鬼胎	10214	标准四字成语,code 正确
bimozhiyan	笔墨纸砚	10198	固定四字并列熟语(文房四宝),整体不可拆,code 正确
jiukujiunan	救苦救难	10192	标准四字成语,code 正确
yitaiwanfang	仪态万方	10192	标准四字成语,code 正确
youxianzide	悠闲自得	10192	标准四字成语,code 正确
linzhentuotao	临阵脱逃	10191	标准四字成语,code 正确
yuanduzhongyang	远渡重洋	10173	标准四字成语,code 正确
tianxiaweigong	天下为公	10168	典故成语,code 正确
labangjiehuo	拉帮结伙	10163	标准四字成语,code 正确
andanwuguang	暗淡无光	10162	标准四字成语,code 正确
xinghuoliaoyuan	星火燎原	10157	典故成语,code 正确
youyanzaixian	有言在先	10144	固定熟语
cuoguyanghui	挫骨扬灰	10142	成语
naishengnaiqi	奶声奶气	10142	固定熟语
quzheliqi	曲折离奇	10142	成语
shengcaizhidao	生财之道	10142	成语
zhenbianshibi	针砭时弊	10121	成语
shangxiayixin	上下一心	10119	成语
furuningzhi	肤如凝脂	10116	成语
xiuhuazhentou	绣花枕头	10112	成语
youaiguanzhan	有碍观瞻	10112	成语
zhishouzhetian	只手遮天	10109	成语
bibodangyang	碧波荡漾	10096	成语
jiebaiwuxia	洁白无瑕	10091	成语
wuxinlianzhan	无心恋战	10091	固定熟语
xiaofengcanyue	晓风残月	10091	成语
danerwuwei	淡而无味	10088	成语
dongliangzhicai	栋梁之才	10088	成语
bugaoerbie	不告而别	10082	成语
yiyepianzhou	一叶扁舟	10082	成语
wailixieshuo	歪理邪说	10079	成语
riyuexingchen	日月星辰	10051	固定熟语
dashuteshu	大书特书	10034	成语
dangniuzuoma	当牛做马	10032	成语
shensuoziru	伸缩自如	10032	成语
xingshenmingshei	姓甚名谁	10032	成语
xingshenmingshui	姓甚名谁	10032	成语
yinshinannv	饮食男女	10032	固定熟语
bujiezhimi	不解之谜	10019	成语
nianlaotishuai	年老体衰	10019	成语
gexianshentong	各显神通	10003	成语
weijicunwang	危急存亡	9999	成语
pinfuxuanshu	贫富悬殊	9997	成语
pusaxinchang	菩萨心肠	9992	成语
wangmingtianya	亡命天涯	9992	成语
yinshengyangshuai	阴盛阳衰	9992	成语
shishengtongku	失声痛哭	9991	固定熟语
zhunzhunjiaodao	谆谆教导	9976	成语
zhonghoulaoshi	忠厚老实	9963	固定熟语
fengchuiyulin	风吹雨淋	9962	成语
shezhanqunru	舌战群儒	9962	成语
weishubushao	为数不少	9948	固定熟语
baimiyishu	百密一疏	9936	成语
gaoshanyangzhi	高山仰止	9925	成语
taitaipingping	太太平平	9922	固定熟语
jiantingzeming	兼听则明	9918	成语
bingzhuyetan	秉烛夜谈	9916	成语
kuangfenglangdie	狂蜂浪蝶	9916	成语
qingshenyizhong	情深义重	9916	成语
yidebaode	以德报德	9916	成语
yuyangxianyi	欲扬先抑	9916	成语
danxihuofu	旦夕祸福	9906	成语
shouqidaoluo	手起刀落	9861	固定熟语
wugubufen	五谷不分	9861	成语
youzaiyouzai	优哉游哉	9831	成语
chutoulumian	出头露面	9829	成语
zhengbenqingyuan	正本清源	9829	成语
gukuwuyi	孤苦无依	9827	成语
tuijijiren	推己及人	9827	成语
gongwubuke	攻无不克	9824	成语
jingshizhiyong	经世致用	9796	成语
fengjuancanyun	风卷残云	9795	成语
huangruogeshi	恍若隔世	9795	成语
toutengnaore	头疼脑热	9795	固定熟语
xiebushengzheng	邪不胜正	9795	成语
yisunjusun	一损俱损	9791	成语
yiguanhouxiao	以观后效	9772	成语
shouzhiyuren	受制于人	9745	成语
youqianrushen	由浅入深	9744	成语
dadaozhijian	大道至简	9742	固定熟语
kuairenkuaiyu	快人快语	9742	成语
huafanweijian	化繁为简	9739	成语
chuanweijiahua	传为佳话	9737	固定熟语
fuyuanliaokuo	幅员辽阔	9737	成语
tianciliangji	天赐良机	9734	成语
xiaozhiyili	晓之以理	9734	成语
queqiaoxianghui	鹊桥相会	9723	典故熟语
taohongliulv	桃红柳绿	9723	成语
yingyingyanyan	莺莺燕燕	9723	成语
wuhuatianbao	物华天宝	9720	成语
haofangbuji	豪放不羁	9709	成语
yixinglanshan	意兴阑珊	9709	成语
jiliuyongtui	急流勇退	9682	成语
qingchaochudong	倾巢出动	9668	成语
gesanchawu	隔三岔五	9667	成语
qiqizhengzheng	齐齐整整	9667	叠字熟语
wupingwuju	无凭无据	9667	成语
yushuijiaqiao	遇水架桥	9656	典故熟语
luoyingbinfen	落英缤纷	9641	成语
shenzhongrushi	慎终如始	9637	成语
fuguironghua	富贵荣华	9635	成语
wucaibanlan	五彩斑斓	9604	成语
jinxihexi	今夕何夕	9592	成语
naozhongqujing	闹中取静	9578	成语
tuyouqibiao	徒有其表	9578	成语
yimianzhici	一面之辞	9578	成语
laizhebushan	来者不善	9553	成语
qitunshanhe	气吞山河	9553	成语
zhangguanlidai	张冠李戴	9547	成语
bukexianliang	不可限量	9536	成语
jieshenziai	洁身自爱	9533	成语
jishangxinlai	计上心来	9533	成语
raoyouxingzhi	饶有兴致	9533	成语
wenqingmaimai	温情脉脉	9533	成语
youxirenjian	游戏人间	9533	成语
chongjianguangming	重见光明	9531	成语
yanguoliusheng	雁过留声	9530	成语
yingxiongbeichu	英雄辈出	9515	成语
yishanlanlv	衣衫褴褛	9509	成语
bukeqiji	不可企及	9496	成语
fanranhuiwu	幡然悔悟	9496	成语
biaobenjianzhi	标本兼治	9480	成语
xueliuruzhu	血流如注	9480	成语
youshangfenghua	有伤风化	9464	成语
xiangcheyunxiao	响彻云霄	9449	成语
fengyongershang	蜂拥而上	9442	成语
nankeyimeng	南柯一梦	9428	成语
pingpingjingjing	平平静静	9428	固定叠词
jiushichongti	旧事重提	9424	成语
xiangmaotangtang	相貌堂堂	9424	成语
qingguijielv	清规戒律	9421	成语
chushuangrudui	出双入对	9392	成语
jinkouyuyan	金口玉言	9392	成语
shanbengdilie	山崩地裂	9392	成语
yunkaiwusan	云开雾散	9392	成语
cangenglengzhi	残羹冷炙	9388	成语
jingweitianhai	精卫填海	9388	成语
nangengnvzhi	男耕女织	9380	成语
buchengqihou	不成气候	9370	成语
renzuguizong	认祖归宗	9370	固定熟语
buyinbuyang	不阴不阳	9349	成语
yangtangzhifei	扬汤止沸	9349	成语
zhuanwanmojiao	转弯抹角	9349	成语
yicileitui	依此类推	9347	固定熟语
qingnangxiangshou	倾囊相授	9337	成语
chilibawai	吃里扒外	9319	成语
gaoshanjunling	高山峻岭	9319	成语
shijiershang	拾级而上	9319	成语
zhengzhengjingjing	正正经经	9319	AABB熟语
datixiaozuo	大题小做	9301	成语
taishanyading	泰山压顶	9301	成语
jianchijijian	坚持己见	9299	成语
rehuoshangshen	惹祸上身	9288	固定熟语
sangongliuyuan	三宫六院	9288	成语
