aba	阿坝
chenwu	晨雾
chenxiaochun	陈小春
chenxiaqu	沉下去
chenyi	陈毅
chenyifei	陈逸飞
chenyinke	陈寅恪
chenyouliang	陈友谅
chenyuan	沉冤
chenyuanyuan	陈圆圆
chenyun	陈云
chenzha	沉渣
chenzhe	趁着
chenzhou	郴州
chenziang	陈子昂
chepaihao	车牌号
chepeng	车棚
chepeng	车篷
cheqi	车漆
cheqiancao	车前草
cheqianzi	车前子
chequan	车圈
cheshi	车市
chesunxian	车损险
chetou	车头
chewei	车尾
cheweifei	车位费
chexi	车系
chexiao	车削
chexiaoquan	撤销权
chezi	撤资
chezi	车资
chibaizhang	吃败仗
chibifu	赤壁赋
chichen	赤忱
chichi	哧哧
chidaojineiya	赤道几内亚
chidexia	吃得下
chiding	吃定
chidou	赤豆
chidushi	吃独食
chifeng	赤峰
chihen	齿痕
chihong	赤红
chihun	吃荤
chijiuxing	持久性
chikuang	痴狂
chilaoben	吃老本
chileige	敕勒歌
chiruzhu	耻辱柱
chise	赤色
chishui	池水
chishuixian	吃水线
chitianshi	炽天使
chitou	吃透
chituma	赤兔马
chiweidui	赤卫队
chixiaodou	赤小豆
chixing	齿形
chiyin	齿印
chiyiqianzhangyizhi	吃一堑长一智
chiyou	蚩尤
chiyouqi	持有期
chizhengren	持证人
chizhou	池州
chizhoushi	池州市
chizhuang	齿状
chongcao	虫草
chongchuan	重传
chongchuqu	冲出去
chongci	充磁
chongdi	冲抵
chongding	冲顶
chongdu	重读
chonger	重耳
chongfang	重放
chongfangdian	充放电
chongfenghao	冲锋号
chongfengyi	冲锋衣
chongfengzhou	冲锋舟
chongguolai	冲过来
chongguoqu	冲过去
chonghui	冲毁
chongjian	重剑
chongjinlai	冲进来
chongjishan	冲积扇
chongjitu	冲积土
chongkong	冲孔
chongmenmian	充门面
chongming	虫鸣
chongpai	重拍
chongqian	充钱
chongshangqu	冲上去
chongsheng	冲绳
chongshengdao	冲绳岛
chongshengxian	冲绳县
chongshigan	充实感
chongwenmen	崇文门
chongwudian	宠物店
chongwugou	宠物狗
chongxi	冲喜
chongyang	崇仰
chongyang	重阳
chongying	虫瘿
chongzhen	崇祯
chongzu	虫族
chouchulai	抽出来
chouchun	臭椿
choudai	绸带
choudu	稠度
chouju	丑橘
choupijiang	臭皮匠
chourong	愁容
chousi	愁思
chouxianglei	抽象类
chouxiangpai	抽象派
chouxiangxing	抽象性
chouxiaozi	臭小子
chouxie	抽血
chouzhun	瞅准
chuaidu	揣度
chuanbei	川贝
chuanboxue	传播学
chuanchang	串场
chuanchengzhe	传承者
chuanda	川大
chuandaoshi	传道士
chuandi	船底
chuangban	床板
chuangchuqu	闯出去
chuange	船歌
chuangguolai	闯过来
chuanghuzhi	窗户纸
chuangjia	床架
chuangjiang	闯将
chuangjianghu	闯江湖
chuangjilu	创纪录
chuangjin	闯劲
chuangliangan	窗帘杆
chuanglianhe	窗帘盒
chuangmian	创面
chuangru	床褥
chuangsha	窗纱
chuangta	床榻
chuangwei	创维
chuangwei	床尾
chuangxinxing	创新型
chuangxinzhe	创新者
chuangyan	窗沿
chuangyeban	创业板
chuangyejia	创业家
chuangzhao	床照
chuanjia	穿甲
chuanjie	串接
chuankongji	穿孔机
chuanlaodai	船老大
chuanmeiye	传媒业
chuanmeizi	川妹子
chuanmenzi	串门子
chuanqi	川崎
chuanqinqi	串亲戚
chuanrexue	传热学
chuanshukongzhixieyi	传输控制协议
chuansu	船速
chuanwei	传位
chuanwei	船桅
chuanweier	串味儿
chuanxi	川西
chuanxian	穿线
chuanxilu	传习录
chuanxinlian	穿心莲
chuanzhong	传中
chuanzhu	串珠
chubanjie	出版界
chubanquan	出版权
chubuqu	出不去
chucangliang	储藏量
chucaoji	除草机
chuchaifei	出差费
chuchandi	出产地
chuchanfu	初产妇
chuchanpin	畜产品
chuchenqi	除尘器
chuci	楚辞
chucunka	储存卡
chucuolv	出错率
chudian	触点
chuduan	初段
chufadi	出发地
chugaozhong	初高中
chuguan	储罐
chuguan	出关
chuguo	楚国
chuhaikou	出海口
chuhuoliang	出货量
chuiai	垂爱
chuibao	吹爆
chuida	吹打
chuida	锤打
chuifenghui	吹风会
chuijinqu	吹进去
chuilian	锤炼
chuimu	垂暮
chuishiban	炊事班
chuitou	锤头
chuixin	垂心
chuixun	垂询
chuizu	垂足
chujiagong	初加工
chujian	初见
chujiao	初交
chujingyou	出境游
chuju	楚剧
chujun	除菌
chukong	触控
chukouguo	出口国
chuliang	储粮
chuliji	处理机
chuliu	初六
chunbu	唇部
chuncai	蠢才
chuncandaosisifangjin	春蚕到死丝方尽
chunding	唇钉
chunfen	春分
chunfengchuiyousheng	春风吹又生
chungongtu	春宫图
chunjianghuayueye	春江花月夜
chunjie	春节
chunjiu	醇酒
chunlei	春雷
chunlu	纯露
chunmeng	蠢萌
chunpu	纯朴
chunqiuzhuang	春秋装
chunse	唇色
chunshouru	纯收入
chunshu	椿树
chunshuxue	纯数学
chunvdi	处女地
chunwan	春晚
chunwenxue	纯文学
chunxian	唇线
chunxiang	醇香
chunxiao	春晓
chunxiaomai	春小麦
chunxun	春训
chunyang	纯氧
chunyin	纯银
chunyu	唇语
chunzhao	春招
chunzheng	醇正
chunzhong	春种
chuqi	初七
chuqinlv	出勤率
chuque	除却
churuzheng	出入证
chushai	初筛
chushe	初涉
chushen	厨神
chushengde	出生地
chushi	初十
chushi	处室
chushi	除湿
chushibiao	出师表
chushichang	厨师长
chushizhi	初始值
chushu	处暑
chusi	初四
chusu	初速
chusuiliang	褚遂良
chutan	出摊
chutiyan	初体验
chuwen	初吻
chuwu	初五
chuwuxiang	储物箱
chuxie	出血
chuxilv	出席率
chuxiu	除锈
chuxue	初学
chuxue	初雪
chuxue	除雪
chuxusuo	储蓄所
chuyequan	初夜权
chuyi	处以
chuying	雏鹰
chuyun	储运
chuzhang	出账
chuzhankou	出站口
chuzhen	初诊
chuzhi	初值
chuzhiquan	处置权
chuzhou	滁州
chuzhoushi	滁州市
chuzhuangwang	楚庄王
chuziren	出资人
chuzulv	出租率
cidaolv	磁导率
cidian	辞典
cierchun	雌二醇
ciertou	刺儿头
cifan	此番
cifu	慈父
cigang	瓷缸
ciguan	瓷罐
cihua	雌花
cihuiliang	词汇量
ciji	伺机
cijizhai	次级债
ciju	此举
ciliao	磁疗
cineng	磁能
cipaiming	词牌名
cipian	瓷片
ciqingjiao	磁倾角
ciqu	词曲
ciru	刺入
cisheng	此生
citiaoka	磁条卡
citong	磁通
citou	刺头
ciwo	次卧
cixi	慈禧
cixuanfulieche	磁悬浮列车
cixue	磁学
ciyang	刺痒
ciyishibiyishi	此一时彼一时
ciyou	次优
ciyuan	辞源
ciyue	次月
cizhen	磁针
cizhixin	辞职信
cizhouyao	磁州窑
cizuojia	词作家
cizuozhe	词作者
congcong	淙淙
conghuabing	葱花饼
congkan	丛刊
congmo	葱末
congyou	葱油
congzhong	从重
coushanglai	凑上来
coushangqu	凑上去
cuandong	攒动
cuanjin	窜进
cubu	粗布
cuhuani	粗花呢
cuigao	催稿
cuihao	崔颢
cuijiao	催缴
cuiju	翠菊
cuikua	摧垮
cuikuan	催款
cuilvse	翠绿色
cuinen	脆嫩
cuiruoxing	脆弱性
cuirusu	催乳素
cuishengsheng	脆生生
cuixing	脆性
cuiyongyuan	崔永元
cuiyu	翠玉
cuizhai	催债
cuizhu	翠竹
cujing	醋精
cujinji	促进剂
culiu	醋溜
cumabu	粗麻布
cunba	村霸
cuncuntong	村村通
cunguan	村官
cunji	村级
cunkou	村口
cunliangfang	存量房
cunliangwei	村两委
cunpan	存盘
cunshi	存世
cuntou	村头
cunwei	村委
cunwu	村务
cunyi	村医
cunzailun	存在论
cunzhao	存照
cunzheng	存证
cunzhibu	村支部
cuopan	错判
cuoshang	挫伤
cuoshegan	挫折感
cuoti	错题
cuowulv	错误率
cuowuma	错误码
cuozao	搓澡
curen	粗人
cusuanna	醋酸钠
cuxiantiao	粗线条
cuxianwei	粗纤维
cuzhong	粗重
daan	大案
dabachang	打靶场
dabagong	大罢工
dabaizhang	打败仗
dabang	打榜
dabantian	大半天
dabaozi	大孢子
dabashan	大巴山
dabeizhou	大悲咒
dabenzhong	大本钟
dabifang	打比方
dabofu	大伯父
dabomu	大伯母
dabuding	打补丁
dabujing	大不敬
dabukai	打不开
dacaogao	打草稿
dachan	打颤
dachangai	大肠癌
dachao	大钞
dacheng	大乘
dachu	大厨
dachuan	搭船
dacidian	大辞典
dada	鞑靼
dadangjia	大当家
dadao	答道
dadepu	打地铺
dadi	大堤
dadi	大敌
dadie	打碟
daduangong	打短工
daduizhang	大队长
dae	大额
daen	大恩
daerquan	大而全
daerwenzhuyi	达尔文主义
dafengshou	大丰收
dafuni	达芙妮
dafuweng	大富翁
dagao	打糕
dageer	大个儿
dageer	打嗝儿
dagezi	大个子
dagongzu	打工族
dagua	大褂
daguai	打怪
daguai	打拐
daguan	大官
daguanggao	打广告
daguanjia	大管家
daguanyuan	大观园
daguniang	大姑娘
daguzi	大姑子
dahan	大寒
dahanzuzhuyi	大汉族主义
dahaoren	大好人
dahongren	大红人
dahua	大话
dahualian	大花脸
dahuidang	大会党
dahuihuan	大回环
dahuixiong	大灰熊
dahuizhan	大会战
dahuizhuan	大回转
dahuxing	大户型
daianna	黛安娜
daibaitu	大白兔
daibanfei	代办费
daibuzheng	逮捕证
daichanshi	待产室
daida	代打
daidianti	带电体
daier	戴尔
daifaguan	大法官
daifu	代付
daigang	带钢
daigaomao	戴高帽
daihongpao	大红袍
daihuier	待会儿
daihuiqu	带回去
daijia	傣家
daijiao	代缴
daijika	贷记卡
daijin	代金
daiju	带锯
daike	待客
dailifuwuqi	代理服务器
dailing	代领
dailvmao	戴绿帽
daimai	代买
daimao	呆毛
daimulei	戴姆勒
dainian	歹念
daipaocha	袋泡茶
daipian	带偏
daiqiu	带球
daishou	代售
daishou	待售
daishoudian	代售点
daitoutie	大头贴
daitouzhao	大头照
daiwangshu	戴望舒
daiweiying	戴维营
daixielv	代谢率
daiyizhi	代议制
daiyong	代用
daiyongpin	代用品
daiyu	黛玉
daizhu	逮住
daizhuang	带状
daizhuang	袋装
daizu	傣族
daizuo	呆坐
daji	大忌
daji	妲己
dajiahuo	大家伙
dajiang	大酱
dajiangjiansanlang	大江健三郎
dajiangtang	大讲堂
dajianjia	大减价
dajiao	大叫
dajie	大捷
dajiefu	大姐夫
dajiu	大舅
dajiudian	大酒店
dajiyue	打击乐
dakaer	达喀尔
dakaifangbianzhimen	大开方便之门
dakaji	打卡机
dakongji	打孔机
dakuai	大块
daleisisalamu	达累斯萨拉姆
dalengchan	打冷颤
daletou	大乐透
dali	搭理
daliang	大梁
daliangang	大连港
dalianhaishidaxue	大连海事大学
dalianligongdaxue	大连理工大学
dalifu	大礼服
dalinggong	打零工
dalishen	大力神
dalumian	打卤面
daluqiao	大陆桥
damaicha	大麦茶
damalu	大马路
damifan	大米饭
daming	打鸣
daminggong	大明宫
damo	达摩
damoyuan	达摩院
damu	大幕
danban	单板
danban	淡斑
danbaoren	担保人
danbuqi	担不起
dancai	淡菜
dancang	弹仓
danchengpiao	单程票
dandao	单刀
danding	但丁
dandong	丹东
dandongshi	丹东市
danfa	单发
danfan	单反
danfei	氮肥
danfu	丹佛
danfushu	单复数
dangangui	档案柜
danganju	档案局
danganshi	档案室
danganxue	档案学
dangaodian	蛋糕店
dangban	挡板
dangbao	党报
dangbu	党部
dangbuliao	当不了
dangchai	当差
dangdaibiao	党代表
dangdangwang	当当网
dangdao	挡道
dangeng	蛋羹
dangfeng	挡风
danggui	党规
dangguo	党国
dangjian	党建
dangjiaren	当家人
dangke	党课
dangqi	党旗
dangtoupao	当头炮
dangtuqiang	挡土墙
dangwai	党外
dangwei	档位
dangxiangzu	党项族
dangzhengjun	党政军
danhe	单核
danhese	淡褐色
danhongse	淡红色
danhua	氮化
danhua	蛋花
danhuagui	氮化硅
danhuangpai	蛋黄派
danian	大年
danianye	大年夜
danji	单机
danjian	单件
danjian	单肩
danjian	单间
danjiao	蛋饺
danjiban	单机版
danjingdu	单精度
danjinggui	单晶硅
danjingti	单晶体
danka	单卡
danke	单科
dankelong	单克隆
danlei	蛋类
danlibu	弹力布
danliren	单立人
danlv	淡绿
danmaiyu	丹麦语
danmaxi	淡马锡
danmian	单面
dannangai	胆囊癌
dannangyan	胆囊炎
danni	丹尼
danpai	单排
danqiu	弹球
danrenfang	单人房
danrenpang	单人旁
danrenwu	单人舞
danse	淡色
danseguang	单色光
danshengdao	单声道
danshengdi	诞生地
dansheqi	弹射器
danshoujian	单手剑
dantang	弹膛
dantang	蛋汤
dantong	蛋筒
dantongdao	单通道
danwangji	淡旺季
danweizhi	单位制
danxia	丹霞
danxian	单线
danxiancheng	单线程
danxiangfa	单向阀
danxiangsai	单项赛
danxiangshi	单项式
danxing	单性
danxiu	单休
danxuan	单选
danxuankuang	单选框
danxunhuan	单循环
danyuanrenchangjiu	但愿人长久
danzhou	儋州
danzhuodian	弹着点
danzise	淡紫色
daobing	刀柄
daobo	盗播
daochedeng	倒车灯
daochejing	倒车镜
daochuang	道床
daodai	导带
daodang	倒挡
daodejing	道德经
daoding	道钉
daofa	刀法
daogouyuan	导购员
daogu	叨咕
daoguang	道光
daohangdeng	导航灯
daohangtiao	导航条
daohangyi	导航仪
daohao	道号
daohen	刀痕
daojia	刀架
daojia	道家
daojian	刀尖
daojiao	岛礁
daojiao	道教
daojiaotu	道教徒
daojinqu	倒进去
daokou	倒扣
daokou	道口
daolang	刀郎
daolian	盗链
daoliu	导流
daomeigui	倒霉鬼
daomuzei	盗墓贼
daomuzhe	盗墓者
daonian	叨念
daopai	倒排
daopiao	倒票
daoqi	道奇
daoqiang	盗抢
daoqianxin	道歉信
daoqiean	盗窃案
daoqiefan	盗窃犯
daoqiezui	盗窃罪
daore	导热
daoreguan	导热管
daosanjiao	倒三角
daoshang	刀伤
daoshe	盗摄
daoshichai	倒时差
daoshu	刀术
daoshu	道术
daota	刀塔
daotui	倒推
daowenbing	稻瘟病
daoxiangcun	稻香村
daoyou	道友
daozhang	道长
daozhu	岛主
daozhui	倒追
daozizui	刀子嘴
dapan	大盘
dapiliang	大批量
daping	打平
dapingmu	大屏幕
daposhaguowendaodi	打破沙锅问到底
daqiao	搭桥
daqing	大庆
daqingshi	大庆市
daqingtian	大晴天
daqiu	大邱
daqiufeng	打秋风
daquanzuo	大犬座
daqunjia	打群架
daren	打人
daru	大儒
darunfa	大润发
dasanbapaifang	大三巴牌坊
dasangmen	大嗓门
dasanyang	大三阳
dasaochu	大扫除
dashedaqicun	打蛇打七寸
dashen	大婶
dashi	打湿
dashoubi	大手笔
dashoushi	打手势
dashu	大暑
dasima	大司马
dasuda	大苏打
datai	搭台
datang	大唐
dati	答题
datika	答题卡
datong	大同
datou	搭头
datoucai	大头菜
datoupao	打头炮
datouxia	大头虾
datouxie	大头鞋
datouyu	大头鱼
datouzhen	大头针
datuanjie	大团结
datuanyuan	大团圆
dawancha	大碗茶
dawei	大卫
daweiwang	大卫王
dawoer	达斡尔
dawosi	达沃斯
daxianfeng	打先锋
daxibei	大西北
daxidi	大溪地
daxieyi	大写意
daxinghua	大型化
daxingji	大型机
daxingquan	大型犬
daxingxing	大行星
daxue	大雪
daya	大牙
dayang	打样
dayangxian	大阳线
dayanhu	打掩护
dayanta	大雁塔
dayawan	大亚湾
dayingbaikequanshu	大英百科全书
dayingbowuguan	大英博物馆
dayinzhi	打印纸
dayishijingzhou	大意失荆州
dayouyongwuzhidi	大有用武之地
dayu	大禹
dayuchixiaoyu	大鱼吃小鱼
dayuhao	大于号
dayunhui	大运会
dazao	大枣
dazaqiang	打砸抢
dazhangwei	大张伟
dazhao	大招
dazhaomian	打照面
dazhaosi	大昭寺
dazhonghua	大中华
dazhongma	大仲马
dazhongxing	大中型
dazhongzhuan	大中专
dazhou	达州
dazhuansheng	大专生
dazhuyi	打主意
dazuo	大佐
deangzu	德昂族
deban	德班
debiaoxi	德彪西
deerfei	德尔斐
defu	德芙
dehongdaizujingpozuzizhizhou	德宏傣族景颇族自治州
dejin	得劲
dekesasizhou	得克萨斯州
dekeshi	德克士
deli	德里
deluke	德鲁克
deluoba	德罗巴
demokelite	德谟克利特
demu	德牧
dengbiao	灯标
dengchao	邓超
dengfen	等份
denggao	登高
dengguangshi	灯光师
denghua	灯花
denghuier	等会儿
dengjia	灯架
dengjiaxian	邓稼先
dengjiben	登记本
dengjibu	登记簿
dengjichu	登记处
dengjika	登记卡
dengjizheng	登记证
dengju	灯具
dengjucheng	灯具城
dengliang	等量
denglongjiao	灯笼椒
dengluming	登录名
dengluting	登陆艇
dengshanbao	登山包
dengshanxie	登山鞋
dengshi	灯饰
dengshi	瞪视
dengshichang	邓世昌
dengtai	登台
dengtongyu	等同于
dengwei	登位
dengwenxian	等温线
dengxia	等下
dengxiaopinglilun	邓小平理论
dengxin	灯芯
dengyamian	等压面
dengyao	等腰
dengyaping	邓亚萍
dengzhu	瞪住
depu	德扑
dereneng	地热能
dese	嘚瑟
deshengmen	德胜门
deshixin	得失心
deyizhiyinhang	德意志银行
deyunshe	德云社
dezhiti	德智体
dezhou	得州
dezhou	德州
dianban	垫板
dianbiaoxiang	电表箱
diancangban	典藏版
dianchangji	点唱机
dianchangli	电场力
dianchangxian	电场线
dianchaoji	点钞机
dianchi	滇池
dianchiban	电池板
dianchizu	电池组
diancifa	电磁阀
diancuihua	电催化
dianda	电大
diandianhe	点电荷
dianduji	点读机
dianer	点儿
dianfuxing	颠覆性
diangeji	点歌机
diangongxue	电工学
dianguangyuan	点光源
dianguji	点估计
diangun	电棍
dianhangong	电焊工
dianhanji	电焊机
dianhantiao	电焊条
dianhao	电耗
dianhong	滇红
dianhuafei	电话费
dianhuaju	电话局
dianhualing	电话铃
dianhuawu	碘化物
dianhuoguo	电火锅
dianhuoqi	点火器
dianjiao	踮脚
dianjiechi	电解池
dianjieshui	电解水
dianjiezhi	电介质
dianjing	电镜
dianjiu	碘酒
dianka	点卡
diankaolu	电烤炉
diankaoxiang	电烤箱
dianlanxian	电缆线
dianlaoban	店老板
dianliju	电力局
dianlineng	电离能
dianluban	电路板
dianlutu	电路图
dianma	电码
dianming	店名
diannaobao	电脑包
diannaozhuo	电脑桌
diannuanqi	电暖器
diannuanqi	电暖气
dianpen	电喷
dianping	电平
dianqian	垫钱
dianqiao	电桥
dianqigongchengshi	电气工程师
dianqihang	电器行
dianqihuatielu	电气化铁路
dianqing	店庆
dianqiu	垫球
dianrebei	电热杯
dianremo	电热膜
dianreqi	电热器
dianruzi	电褥子
dianshao	颠勺
diansheng	电声
dianshi	电势
dianshi	电石
dianshicha	电势差
dianshidianhuahuiyi	电视电话会议
dianshigui	电视柜
dianshu	电枢
dianshua	电刷
dianshuihu	电水壶
diansuanhua	电算化
diantuizi	电推子
dianwei	点位
dianweicha	电位差
dianweiyi	电位移
dianwen	电文
dianxi	滇西
dianxianbing	癫痫病
dianxiao	点校
dianyan	碘盐
dianye	电业
dianyingju	电影局
dianyuanshipeiqi	电源适配器
dianyundou	电熨斗
dianzhentu	点阵图
dianzhi	店址
dianzhongxing	电中性
dianzhuang	点状
dianzibao	电子报
dianzicheng	电子秤
dianzihua	电子化
dianziping	电子屏
dianziqiang	电子枪
dianzisuo	电子锁
dianzulv	电阻率
dianzusi	电阻丝
diaoban	调班
diaobao	掉包
diaobi	吊臂
diaochadui	调查队
diaodaiqun	吊带裙
diaoduhui	调度会
diaodushi	调度室
diaoduyuan	调度员
diaoer	钓饵
diaojia	吊架
diaojieqi	调节器
diaojieren	调解人
diaojinqu	掉进去
diaojiu	调酒
diaojiushi	调酒师
diaokedao	雕刻刀
diaokeji	雕刻机
diaoli	调离
diaoliaoping	调料瓶
diaoling	调令
diaopai	雕牌
diaosepan	调色盘
diaoshui	调水
diaosu	调速
diaotong	吊桶
diaowang	凋亡
diaoweizhi	调味汁
diaoxiu	调休
diaoxue	掉血
diaoyongzhe	调用者
diaoyun	调运
diaoyutaiguobinguan	钓鱼台国宾馆
diaozha	掉渣
diaozhen	吊针
diaozhen	掉帧
diban	底板
dibang	地磅
dibange	地板革
dibaohu	低保户
diben	底本
dibo	地波
dicao	地槽
dichanshang	地产商
dichaoqi	低潮期
diciji	地磁极
dicixue	地磁学
didaozhan	地道战
dideluo	狄德罗
didianping	低电平
didianya	低电压
didingji	滴定剂
diduidi	地对地
diduikong	地对空
diebaoyuan	谍报员
diechuan	叠穿
dieci	叠词
dieda	跌打
diede	爹地
diegentou	跌跟头
dieji	碟机
dielianhua	蝶恋花
diema	爹妈
dieqilai	叠起来
dierciguoneigemingzhanzheng	第二次国内革命战争
diercishijiedazhan	第二次世界大战
dierjunyidaxue	第二军医大学
diesha	碟刹
dieshang	跌伤
diexialai	跌下来
diexing	碟形
diezhongdie	碟中谍
diezi	叠字
difangbing	地方病
difangshui	地方税
digao	底稿
digaoxin	地高辛
digelisihe	底格里斯河
digengsi	狄更斯
digou	地沟
diguoqu	递过去
diji	第几
dijia	底价
dijiao	底角
dijie	地界
dijing	抵京
dijutang	低聚糖
dikaer	笛卡儿
dikou	敌寇
diku	地库
dilake	狄拉克
dilamu	迪拉姆
dilana	地拉那
dilaohu	地老虎
dileizhan	地雷战
dileizhen	地雷阵
dilixinxixitong	地理信息系统
dimianzhan	地面站
dimidu	低密度
diming	抵命
dimo	地膜
dinenghao	低能耗
dingcan	订餐
dingdaer	丁达尔
dingdangmao	叮当猫
dingdu	定都
dinge	顶饿
dingfang	盯防
dinghuodan	订货单
dinghuohui	订货会
dingjiao	定焦
dingjunhui	丁俊晖
dinglei	丁磊
dingling	丁玲
dingniu	顶牛
dingpeng	顶篷
dingqin	订亲
dingqiu	顶球
dingren	盯人
dingtie	顶帖
dingweidian	定位点
dingweiqi	定位器
dingxi	定西
dingxie	钉鞋
dingzhaozhong	丁肇中
dingzhi	定植
dingzhuang	定妆
dingzi	锭子
dingzuo	订座
dipei	低配
dipin	低频
direnjie	狄仁杰
disanjunyidaxue	第三军医大学
disheng	笛声
dishu	地鼠
dishuiju	地税局
disijunyidaxue	第四军医大学
disinileyuan	迪斯尼乐园
ditan	地坛
ditang	低糖
ditangang	低碳钢
ditanhuo	地摊货
ditanshi	地毯式
ditiexian	地铁线
ditingji	地厅级
ditoubujiantaitoujian	低头不见抬头见
dituxue	地图学
diufen	丢分
diwei	低位
diweidu	低纬度
diwen	地温
diwen	底纹
diwu	底物
dixia	地峡
dixiadang	地下党
dixiahe	地下河
dixiatie	地下铁
